"PRESSURE1","TEMPERATURE1","STRESS_XX","STRESS_XY","STRESS_YY","STRESS_ZZ","STRAIN_XX","STRAIN_XY","STRAIN_YY","STRAIN_ZZ","STRAIN_PLS","DILATANCY","NODAL_VELOCITY1:0","NODAL_VELOCITY1:1","NODAL_VELOCITY1:2","DISPLACEMENT:0","DISPLACEMENT:1","DISPLACEMENT:2","DENSITY","VISCOSITY","SPECIFIC_HEAT_CAPACITY","HEAT_CONDUCTIVITY","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.044939872024878e-02,4.177499979578324e+02,6.009490846012151e-02,-8.571391566396650e-07,6.013272926513855e-02,-3.336119356357686e-03,3.926682674353373e-03,-1.061219908220393e-07,3.929023962282703e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-1.230684683092261e-13,0.000000000000000e+00,2.978500048713378e-03,0.000000000000000e+00,0.000000000000000e+00,9.721378004226977e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.270000100135803e-01,5.270000100135803e-01,0.000000000000000e+00,0.000000000000000e+00
6.032160036562315e-02,4.175500005327685e+02,5.996886157905632e-02,-8.383845039992554e-07,6.000577122819602e-02,-3.353955819847243e-03,3.919983934217722e-03,-1.037999862094177e-07,3.922268817259427e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,-1.158292355826910e-13,0.000000000000000e+00,2.982357895427209e-03,0.000000000000000e+00,0.000000000000000e+00,9.721791998896866e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.279999971389771e-01,5.279999971389771e-01,0.000000000000000e+00,0.000000000000000e+00
6.019380201099751e-02,4.173500031077047e+02,5.984281469799111e-02,-8.196298513588457e-07,5.987881319125349e-02,-3.371792283336801e-03,3.913285194082071e-03,-1.014779815967961e-07,3.915513672236151e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-1.085900028561559e-13,0.000000000000000e+00,2.986215742141038e-03,0.000000000000000e+00,0.000000000000000e+00,9.722205993566755e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.289999842643738e-01,5.289999842643738e-01,0.000000000000000e+00,0.000000000000000e+00
6.006600365637189e-02,4.171500056826409e+02,5.971676781692591e-02,-8.008751987184363e-07,5.975185515431096e-02,-3.389628746826359e-03,3.906586453946420e-03,-9.915597698417447e-08,3.908758527212874e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-1.013507701296208e-13,0.000000000000000e+00,2.990073588854868e-03,0.000000000000000e+00,0.000000000000000e+00,9.722619988236644e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.299999713897705e-01,5.299999713897705e-01,0.000000000000000e+00,0.000000000000000e+00
5.993819768427264e-02,4.169499963366480e+02,5.959071342278439e-02,-7.821194281992257e-07,5.962488954998230e-02,-3.407466273465674e-03,3.899887314529601e-03,-9.683383396751085e-08,3.902002979546394e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-9.411110590563525e-14,0.000000000000000e+00,2.993931665517241e-03,0.000000000000000e+00,0.000000000000000e+00,9.723034007582853e-07,1.278000000000000e-09,4.680000000000000e+03,5.999999999999999e-01,1,5.310000181198120e-01,5.310000181198120e-01,0.000000000000000e+00,0.000000000000000e+00
5.981039932964702e-02,4.167499989115842e+02,5.946466654171920e-02,-7.633647755588161e-07,5.949793151303977e-02,-3.425302736955232e-03,3.893188574393950e-03,-9.451182935488924e-08,3.895247834523118e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,-8.687187317910018e-14,0.000000000000000e+00,2.997789512231072e-03,0.000000000000000e+00,0.000000000000000e+00,9.723448002252742e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.320000052452087e-01,5.320000052452087e-01,0.000000000000000e+00,0.000000000000000e+00
5.968260097502139e-02,4.165500014865204e+02,5.933861966065400e-02,-7.446101229184066e-07,5.937097347609725e-02,-3.443139200444790e-03,3.886489834258299e-03,-9.218982474226763e-08,3.888492689499843e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-7.963264045256510e-14,0.000000000000000e+00,3.001647358944902e-03,0.000000000000000e+00,0.000000000000000e+00,9.723861996922631e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.329999923706055e-01,5.329999923706055e-01,0.000000000000000e+00,0.000000000000000e+00
5.955480262039575e-02,4.163500040614565e+02,5.921257277958879e-02,-7.258554702779969e-07,5.924401543915471e-02,-3.460975663934347e-03,3.879791094122647e-03,-8.986782012964599e-08,3.881737544476566e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-7.239340772602997e-14,0.000000000000000e+00,3.005505205658731e-03,0.000000000000000e+00,0.000000000000000e+00,9.724275991592518e-07,1.278000000000000e-09,4.680000000000000e+03,5.999999999999999e-01,1,5.339999794960022e-01,5.339999794960022e-01,0.000000000000000e+00,0.000000000000000e+00
5.942699664829652e-02,4.161499947154638e+02,5.908651838544729e-02,-7.070996997587866e-07,5.911704983482607e-02,-3.478813190573663e-03,3.873091954705830e-03,-8.754567711298238e-08,3.874981996810087e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-6.515374350204443e-14,0.000000000000000e+00,3.009363282321105e-03,0.000000000000000e+00,0.000000000000000e+00,9.724690010938730e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.350000262260437e-01,5.350000262260437e-01,0.000000000000000e+00,0.000000000000000e+00
5.929919829367088e-02,4.159499972903999e+02,5.896047150438209e-02,-6.883450471183770e-07,5.899009179788354e-02,-3.496649654063220e-03,3.866393214570179e-03,-8.522367250036078e-08,3.868226851786811e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-5.791451077550935e-14,0.000000000000000e+00,3.013221129034935e-03,0.000000000000000e+00,0.000000000000000e+00,9.725104005608618e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.360000133514404e-01,5.360000133514404e-01,0.000000000000000e+00,0.000000000000000e+00
5.917139993904524e-02,4.157499998653360e+02,5.883442462331688e-02,-6.695903944779672e-07,5.886313376094100e-02,-3.514486117552778e-03,3.859694474434527e-03,-8.290166788773913e-08,3.861471706763534e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,-5.067527804897424e-14,0.000000000000000e+00,3.017078975748765e-03,0.000000000000000e+00,0.000000000000000e+00,9.725518000278505e-07,1.278000000000000e-09,4.680000000000000e+03,5.999999999999999e-01,1,5.370000004768372e-01,5.370000004768372e-01,0.000000000000000e+00,0.000000000000000e+00
5.904360158441962e-02,4.155500024402722e+02,5.870837774225168e-02,-6.508357418375578e-07,5.873617572399847e-02,-3.532322581042336e-03,3.852995734298876e-03,-8.057966327511751e-08,3.854716561740259e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-4.343604532243917e-14,0.000000000000000e+00,3.020936822462595e-03,0.000000000000000e+00,0.000000000000000e+00,9.725931994948394e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.379999876022339e-01,5.379999876022339e-01,0.000000000000000e+00,0.000000000000000e+00
5.891580322979399e-02,4.153500050152084e+02,5.858233086118647e-02,-6.320810891971481e-07,5.860921768705595e-02,-3.550159044531894e-03,3.846296994163225e-03,-7.825765866249592e-08,3.847961416716983e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,-3.619681259590409e-14,0.000000000000000e+00,3.024794669176425e-03,0.000000000000000e+00,0.000000000000000e+00,9.726345989618283e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000001e-01,1,5.389999747276306e-01,5.389999747276306e-01,0.000000000000000e+00,0.000000000000000e+00
5.878799725769475e-02,4.151499956692156e+02,5.845627646704497e-02,-6.133253186779376e-07,5.848225208272730e-02,-3.567996571171209e-03,3.839597854746407e-03,-7.593551564583229e-08,3.841205869050503e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-2.895714837191850e-14,0.000000000000000e+00,3.028652745838798e-03,0.000000000000000e+00,0.000000000000000e+00,9.726760008964495e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.400000214576721e-01,5.400000214576721e-01,0.000000000000000e+00,0.000000000000000e+00
5.866019890306912e-02,4.149499982441517e+02,5.833022958597976e-02,-5.945706660375281e-07,5.835529404578476e-02,-3.585833034660767e-03,3.832899114610756e-03,-7.361351103321067e-08,3.834450724027227e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-2.171791564538344e-14,0.000000000000000e+00,3.032510592552628e-03,0.000000000000000e+00,0.000000000000000e+00,9.727174003634382e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.410000085830688e-01,5.410000085830688e-01,0.000000000000000e+00,0.000000000000000e+00
5.853240054844348e-02,4.147500008190879e+02,5.820418270491456e-02,-5.758160133971185e-07,5.822833600884223e-02,-3.603669498150324e-03,3.826200374475104e-03,-7.129150642058904e-08,3.827695579003951e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-1.447868291884833e-14,0.000000000000000e+00,3.036368439266458e-03,0.000000000000000e+00,0.000000000000000e+00,9.727587998304270e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.419999957084656e-01,5.419999957084656e-01,0.000000000000000e+00,0.000000000000000e+00
5.840460219381786e-02,4.145500033940240e+02,5.807813582384935e-02,-5.570613607567089e-07,5.810137797189970e-02,-3.621505961639882e-03,3.819501634339453e-03,-6.896950180796743e-08,3.820940433980674e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,-7.239450192313270e-15,0.000000000000000e+00,3.040226285980288e-03,0.000000000000000e+00,0.000000000000000e+00,9.728001992974159e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.429999828338623e-01,5.429999828338623e-01,0.000000000000000e+00,0.000000000000000e+00
5.827679622171862e-02,4.143499940480312e+02,5.795208142970786e-02,-5.383055902374985e-07,5.797441236757105e-02,-3.639343488279197e-03,3.812802494922635e-03,-6.664735879130382e-08,3.814184886314195e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.140316722976755e-19,0.000000000000000e+00,3.044084362642661e-03,0.000000000000000e+00,0.000000000000000e+00,9.728416012320369e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.440000295639038e-01,5.440000295639038e-01,0.000000000000000e+00,0.000000000000000e+00
5.814899786709299e-02,4.141499966229674e+02,5.782603454864264e-02,-5.195509375970889e-07,5.784745433062852e-02,-3.657179951768755e-03,3.806103754786984e-03,-6.432535417868218e-08,3.807429741290919e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,7.239446758207400e-15,0.000000000000000e+00,3.047942209356491e-03,0.000000000000000e+00,0.000000000000000e+00,9.728830006990258e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.450000166893005e-01,5.450000166893005e-01,0.000000000000000e+00,0.000000000000000e+00
5.802119951246736e-02,4.139499991979036e+02,5.769998766757745e-02,-5.007962849566792e-07,5.772049629368599e-02,-3.675016415258313e-03,3.799405014651332e-03,-6.200334956606058e-08,3.800674596267642e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,1.447867948474246e-14,0.000000000000000e+00,3.051800056070321e-03,0.000000000000000e+00,0.000000000000000e+00,9.729244001660147e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.460000038146973e-01,5.460000038146973e-01,0.000000000000000e+00,0.000000000000000e+00
5.789340115784172e-02,4.137500017728397e+02,5.757394078651224e-02,-4.820416323162696e-07,5.759353825674346e-02,-3.692852878747870e-03,3.792706274515681e-03,-5.968134495343895e-08,3.793919451244366e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,2.171791221127756e-14,0.000000000000000e+00,3.055657902784151e-03,0.000000000000000e+00,0.000000000000000e+00,9.729657996330034e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.469999909400940e-01,5.469999909400940e-01,0.000000000000000e+00,0.000000000000000e+00
5.776560280321610e-02,4.135500043477758e+02,5.744789390544704e-02,-4.632869796758600e-07,5.746658021980093e-02,-3.710689342237428e-03,3.786007534380030e-03,-5.735934034081733e-08,3.787164306221090e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.895714493781266e-14,0.000000000000000e+00,3.059515749497981e-03,0.000000000000000e+00,0.000000000000000e+00,9.730071990999922e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.479999780654907e-01,5.479999780654907e-01,0.000000000000000e+00,0.000000000000000e+00
5.763779683111686e-02,4.133499950017831e+02,5.732183951130554e-02,-4.445312091566497e-07,5.733961461547228e-02,-3.728526868876744e-03,3.779308394963212e-03,-5.503719732415372e-08,3.780408758554610e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,3.619680916179820e-14,0.000000000000000e+00,3.063373826160355e-03,0.000000000000000e+00,0.000000000000000e+00,9.730486010346134e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.490000247955322e-01,5.490000247955322e-01,0.000000000000000e+00,0.000000000000000e+00
5.750999847649123e-02,4.131499975767192e+02,5.719579263024033e-02,-4.257765565162399e-07,5.721265657852975e-02,-3.746363332366302e-03,3.772609654827561e-03,-5.271519271153209e-08,3.773653613531334e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,4.343604188833333e-14,0.000000000000000e+00,3.067231672874185e-03,0.000000000000000e+00,0.000000000000000e+00,9.730900005016021e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.500000119209290e-01,5.500000119209290e-01,0.000000000000000e+00,0.000000000000000e+00
5.738220012186560e-02,4.129500001516553e+02,5.706974574917512e-02,-4.070219038758304e-07,5.708569854158722e-02,-3.764199795855859e-03,3.765910914691910e-03,-5.039318809891047e-08,3.766898468508058e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,5.067527461486839e-14,0.000000000000000e+00,3.071089519588015e-03,0.000000000000000e+00,0.000000000000000e+00,9.731313999685910e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.509999990463257e-01,5.509999990463257e-01,0.000000000000000e+00,0.000000000000000e+00
5.725440176723996e-02,4.127500027265916e+02,5.694369886810992e-02,-3.882672512354208e-07,5.695874050464469e-02,-3.782036259345417e-03,3.759212174556258e-03,-4.807118348628885e-08,3.760143323484782e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,5.791450734140351e-14,0.000000000000000e+00,3.074947366301845e-03,0.000000000000000e+00,0.000000000000000e+00,9.731727994355799e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.519999861717224e-01,5.519999861717224e-01,0.000000000000000e+00,0.000000000000000e+00
5.712660341261433e-02,4.125500053015277e+02,5.681765198704472e-02,-3.695125985950112e-07,5.683178246770216e-02,-3.799872722834974e-03,3.752513434420607e-03,-4.574917887366724e-08,3.753388178461506e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,6.515374006793856e-14,0.000000000000000e+00,3.078805213015675e-03,0.000000000000000e+00,0.000000000000000e+00,9.732141989025686e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.529999732971191e-01,5.529999732971191e-01,0.000000000000000e+00,0.000000000000000e+00
5.699879744051510e-02,4.123499959555349e+02,5.669159759290322e-02,-3.507568280758009e-07,5.670481686337351e-02,-3.817710249474290e-03,3.745814295003789e-03,-4.342703585700363e-08,3.746632630795026e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,7.239340429192409e-14,0.000000000000000e+00,3.082663289678048e-03,0.000000000000000e+00,0.000000000000000e+00,9.732556008371897e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.540000200271606e-01,5.540000200271606e-01,0.000000000000000e+00,0.000000000000000e+00
5.687099908588946e-02,4.121499985304710e+02,5.656555071183801e-02,-3.320021754353913e-07,5.657785882643097e-02,-3.835546712963848e-03,3.739115554868138e-03,-4.110503124438201e-08,3.739877485771750e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,7.963263701845920e-14,0.000000000000000e+00,3.086521136391878e-03,0.000000000000000e+00,0.000000000000000e+00,9.732970003041786e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.550000071525574e-01,5.550000071525574e-01,0.000000000000000e+00,0.000000000000000e+00
5.674320073126383e-02,4.119500011054072e+02,5.643950383077281e-02,-3.132475227949817e-07,5.645090078948845e-02,-3.853383176453405e-03,3.732416814732486e-03,-3.878302663176040e-08,3.733122340748474e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,8.687186974499427e-14,0.000000000000000e+00,3.090378983105707e-03,0.000000000000000e+00,0.000000000000000e+00,9.733383997711673e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.559999942779541e-01,5.559999942779541e-01,0.000000000000000e+00,0.000000000000000e+00
5.661540237663820e-02,4.117500036803434e+02,5.631345694970760e-02,-2.944928701545719e-07,5.632394275254592e-02,-3.871219639942963e-03,3.725718074596835e-03,-3.646102201913876e-08,3.726367195725198e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,9.411110247152939e-14,0.000000000000000e+00,3.094236829819538e-03,0.000000000000000e+00,0.000000000000000e+00,9.733797992381562e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.569999814033508e-01,5.569999814033508e-01,0.000000000000000e+00,0.000000000000000e+00
5.648759640453897e-02,4.115499943343505e+02,5.618740255556610e-02,-2.757370996353615e-07,5.619697714821727e-02,-3.889057166582279e-03,3.719018935180017e-03,-3.413887900247515e-08,3.719611648058718e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.013507666955150e-13,0.000000000000000e+00,3.098094906481911e-03,0.000000000000000e+00,0.000000000000000e+00,9.734212011727774e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.580000281333923e-01,5.580000281333923e-01,0.000000000000000e+00,0.000000000000000e+00
5.635979804991333e-02,4.113499969092867e+02,5.606135567450090e-02,-2.569824469949519e-07,5.607001911127473e-02,-3.906893630071837e-03,3.712320195044366e-03,-3.181687438985353e-08,3.712856503035442e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.085899994220500e-13,0.000000000000000e+00,3.101952753195741e-03,0.000000000000000e+00,0.000000000000000e+00,9.734626006397660e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.590000152587891e-01,5.590000152587891e-01,0.000000000000000e+00,0.000000000000000e+00
5.623199969528770e-02,4.111499994842229e+02,5.593530878961651e-02,-2.382278154359594e-07,5.594306107163009e-02,-3.924730093920047e-03,3.705621454694492e-03,-2.949487238731212e-08,3.706101357867095e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.158292114262830e-13,0.000000000000000e+00,3.105810599261771e-03,0.000000000000000e+00,0.000000000000000e+00,9.735040001067551e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.600000023841858e-01,5.600000023841858e-01,0.000000000000000e+00,0.000000000000000e+00
5.610420134066207e-02,4.109500020591740e+02,5.580766085418226e-02,-2.283107880888358e-07,5.581497027199012e-02,-3.942716909871377e-03,3.698832909202714e-03,-2.826704995385868e-08,3.699285396972084e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.143813648809770e-13,0.000000000000000e+00,3.109396879238136e-03,0.000000000000000e+00,0.000000000000000e+00,9.735453995737413e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.609999895095825e-01,5.609999895095825e-01,0.000000000000000e+00,0.000000000000000e+00
5.597640298603643e-02,4.107500046341252e+02,5.568001291874802e-02,-2.183937607417121e-07,5.568687947235015e-02,-3.960703725822705e-03,3.692044363710936e-03,-2.703922752040523e-08,3.692469436077073e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,1.129335183356709e-13,0.000000000000000e+00,3.112983159214500e-03,0.000000000000000e+00,0.000000000000000e+00,9.735867990407276e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.619999766349792e-01,5.619999766349792e-01,0.000000000000000e+00,0.000000000000000e+00
5.584859701393721e-02,4.105499952881473e+02,5.555235737480597e-02,-2.084761422860859e-07,5.555878103780527e-02,-3.978691613885613e-03,3.685255413585106e-03,-2.581133190208957e-08,3.685653068913904e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.114855854908748e-13,0.000000000000000e+00,3.116569652952561e-03,0.000000000000000e+00,0.000000000000000e+00,9.736282009753463e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.630000233650208e-01,5.630000233650208e-01,0.000000000000000e+00,0.000000000000000e+00
5.572079865931157e-02,4.103499978630986e+02,5.542470943937172e-02,-1.985591149389622e-07,5.543069023816530e-02,-3.996678429836942e-03,3.678466868093329e-03,-2.458350946863613e-08,3.678837108018893e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.100377389455688e-13,0.000000000000000e+00,3.120155932928926e-03,0.000000000000000e+00,0.000000000000000e+00,9.736696004423326e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000001e-01,1,5.640000104904175e-01,5.640000104904175e-01,0.000000000000000e+00,0.000000000000000e+00
5.559300030468593e-02,4.101500004380496e+02,5.529706150393748e-02,-1.886420875918385e-07,5.530259943852533e-02,-4.014665245788271e-03,3.671678322601550e-03,-2.335568703518269e-08,3.672021147123882e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.085898924002628e-13,0.000000000000000e+00,3.123742212905291e-03,0.000000000000000e+00,0.000000000000000e+00,9.737109999093190e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.649999976158142e-01,5.649999976158142e-01,0.000000000000000e+00,0.000000000000000e+00
5.546520195006031e-02,4.099500030130009e+02,5.516941356850324e-02,-1.787250602447149e-07,5.517450863888537e-02,-4.032652061739601e-03,3.664889777109773e-03,-2.212786460172925e-08,3.665205186228872e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.071420458549568e-13,0.000000000000000e+00,3.127328492881655e-03,0.000000000000000e+00,0.000000000000000e+00,9.737523993763051e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.659999847412109e-01,5.659999847412109e-01,0.000000000000000e+00,0.000000000000000e+00
5.533740359543467e-02,4.097500055879520e+02,5.504176563306899e-02,-1.688080328975912e-07,5.504641783924540e-02,-4.050638877690930e-03,3.658101231617995e-03,-2.090004216827581e-08,3.658389225333861e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,1.056941993096507e-13,0.000000000000000e+00,3.130914772858020e-03,0.000000000000000e+00,0.000000000000000e+00,9.737937988432914e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.669999718666077e-01,5.669999718666077e-01,0.000000000000000e+00,0.000000000000000e+00
5.520959762333543e-02,4.095499962419742e+02,5.491411008912694e-02,-1.588904144419650e-07,5.491831940470052e-02,-4.068626765753837e-03,3.651312281492165e-03,-1.967214654996014e-08,3.651572858170691e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.042462664648546e-13,0.000000000000000e+00,3.134501266596081e-03,0.000000000000000e+00,0.000000000000000e+00,9.738352007779101e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.680000185966492e-01,5.680000185966492e-01,0.000000000000000e+00,0.000000000000000e+00
5.508179926870980e-02,4.093499988169253e+02,5.478646215369269e-02,-1.489733870948413e-07,5.479022860506055e-02,-4.086613581705166e-03,3.644523736000388e-03,-1.844432411650670e-08,3.644756897275681e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.027984199195486e-13,0.000000000000000e+00,3.138087546572446e-03,0.000000000000000e+00,0.000000000000000e+00,9.738766002448964e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.690000057220459e-01,5.690000057220459e-01,0.000000000000000e+00,0.000000000000000e+00
5.495400091408417e-02,4.091500013918765e+02,5.465881421825845e-02,-1.390563597477176e-07,5.466213780542058e-02,-4.104600397656495e-03,3.637735190508610e-03,-1.721650168305326e-08,3.637940936380670e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,1.013505733742426e-13,0.000000000000000e+00,3.141673826548811e-03,0.000000000000000e+00,0.000000000000000e+00,9.739179997118828e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.699999928474426e-01,5.699999928474426e-01,0.000000000000000e+00,0.000000000000000e+00
5.482620255945853e-02,4.089500039668276e+02,5.453116628282420e-02,-1.291393324005940e-07,5.453404700578061e-02,-4.122587213607825e-03,3.630946645016832e-03,-1.598867924959982e-08,3.631124975485659e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,9.990272682893654e-14,0.000000000000000e+00,3.145260106525175e-03,0.000000000000000e+00,0.000000000000000e+00,9.739593991788691e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.709999799728394e-01,5.709999799728394e-01,0.000000000000000e+00,0.000000000000000e+00
5.469839658735930e-02,4.087499946208499e+02,5.440351073888216e-02,-1.192217139449678e-07,5.440594857123573e-02,-4.140575101670732e-03,3.624157694891002e-03,-1.476078363128415e-08,3.624308608322490e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,9.845479398414044e-14,0.000000000000000e+00,3.148846600263236e-03,0.000000000000000e+00,0.000000000000000e+00,9.740008011134878e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.720000267028809e-01,5.720000267028809e-01,0.000000000000000e+00,0.000000000000000e+00
5.457059823273366e-02,4.085499971958010e+02,5.427586280344791e-02,-1.093046865978441e-07,5.427785777159577e-02,-4.158561917622062e-03,3.617369149399224e-03,-1.353296119783071e-08,3.617492647427480e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,9.700694743883442e-14,0.000000000000000e+00,3.152432880239600e-03,0.000000000000000e+00,0.000000000000000e+00,9.740422005804741e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,5.730000138282776e-01,5.730000138282776e-01,0.000000000000000e+00,0.000000000000000e+00
